name,CASCADE,CONFIGURATION,LOOP_DELAY,WIDTH,ABREG,MREG,CREG,DSP_REG_LEVEL,s,PE_DELAY,PE_NB
893CA0L0AB1M0C1F,0,FOLD,0,893,1,0,1,2,53,7,16
893CA0L0AB1M1C1F,0,FOLD,0,893,1,1,1,3,53,9,13
893CA1L0AB0M0C1F,1,FOLD,0,893,0,0,1,1,53,5,22
893CA1L0AB0M1C1F,1,FOLD,0,893,0,1,1,2,53,6,19
893CA1L0AB1M0C1F,1,FOLD,0,893,1,0,1,2,53,6,19
893CA1L0AB1M1C1F,1,FOLD,0,893,1,1,1,3,53,8,14
910CA0L0AB0M0C0E,0,EXPAND,0,910,0,0,0,1,54,5,54
910CA0L0AB0M1C0E,0,EXPAND,0,910,0,1,0,2,54,6,54
910CA0L0AB1M0C0E,0,EXPAND,0,910,1,0,0,2,54,6,54
910CA0L0AB1M1C0E,0,EXPAND,0,910,1,1,0,3,54,8,54
910CA0L0AB0M0C1E,0,EXPAND,0,910,0,0,1,1,54,6,54
910CA0L0AB0M1C1E,0,EXPAND,0,910,0,1,1,2,54,7,54
910CA0L0AB1M0C1E,0,EXPAND,0,910,1,0,1,2,54,7,54
910CA0L0AB1M1C1E,0,EXPAND,0,910,1,1,1,3,54,9,54
910CA1L0AB0M0C1E,1,EXPAND,0,910,0,0,1,1,54,5,54
910CA1L0AB0M1C1E,1,EXPAND,0,910,0,1,1,2,54,6,54
910CA1L0AB1M0C1E,1,EXPAND,0,910,1,0,1,2,54,6,54
910CA1L0AB1M1C1E,1,EXPAND,0,910,1,1,1,3,54,8,54
910CA0L0AB0M0C0F,0,FOLD,0,910,0,0,0,1,54,5,23
910CA0L0AB0M1C0F,0,FOLD,0,910,0,1,0,2,54,6,19
910CA0L0AB1M0C0F,0,FOLD,0,910,1,0,0,2,54,6,19
910CA0L0AB1M1C0F,0,FOLD,0,910,1,1,0,3,54,8,15
910CA0L0AB0M0C1F,0,FOLD,0,910,0,0,1,1,54,6,19
910CA0L0AB0M1C1F,0,FOLD,0,910,0,1,1,2,54,7,16
910CA0L0AB1M0C1F,0,FOLD,0,910,1,0,1,2,54,7,16
910CA0L0AB1M1C1F,0,FOLD,0,910,1,1,1,3,54,9,13
910CA1L0AB0M0C1F,1,FOLD,0,910,0,0,1,1,54,5,23
910CA1L0AB0M1C1F,1,FOLD,0,910,0,1,1,2,54,6,19
910CA1L0AB1M0C1F,1,FOLD,0,910,1,0,1,2,54,6,19
910CA1L0AB1M1C1F,1,FOLD,0,910,1,1,1,3,54,8,15
927CA0L0AB0M0C0E,0,EXPAND,0,927,0,0,0,1,55,5,55
927CA0L0AB0M1C0E,0,EXPAND,0,927,0,1,0,2,55,6,55
927CA0L0AB1M0C0E,0,EXPAND,0,927,1,0,0,2,55,6,55
927CA0L0AB1M1C0E,0,EXPAND,0,927,1,1,0,3,55,8,55
927CA0L0AB0M0C1E,0,EXPAND,0,927,0,0,1,1,55,6,55
927CA0L0AB0M1C1E,0,EXPAND,0,927,0,1,1,2,55,7,55
927CA0L0AB1M0C1E,0,EXPAND,0,927,1,0,1,2,55,7,55
927CA0L0AB1M1C1E,0,EXPAND,0,927,1,1,1,3,55,9,55
927CA1L0AB0M0C1E,1,EXPAND,0,927,0,0,1,1,55,5,55
927CA1L0AB0M1C1E,1,EXPAND,0,927,0,1,1,2,55,6,55
927CA1L0AB1M0C1E,1,EXPAND,0,927,1,0,1,2,55,6,55
927CA1L0AB1M1C1E,1,EXPAND,0,927,1,1,1,3,55,8,55
927CA0L0AB0M0C0F,0,FOLD,0,927,0,0,0,1,55,5,23
927CA0L0AB0M1C0F,0,FOLD,0,927,0,1,0,2,55,6,19
927CA0L0AB1M0C0F,0,FOLD,0,927,1,0,0,2,55,6,19
927CA0L0AB1M1C0F,0,FOLD,0,927,1,1,0,3,55,8,15
927CA0L0AB0M0C1F,0,FOLD,0,927,0,0,1,1,55,6,19
927CA0L0AB0M1C1F,0,FOLD,0,927,0,1,1,2,55,7,17
927CA0L0AB1M0C1F,0,FOLD,0,927,1,0,1,2,55,7,17
927CA0L0AB1M1C1F,0,FOLD,0,927,1,1,1,3,55,9,13
927CA1L0AB0M0C1F,1,FOLD,0,927,0,0,1,1,55,5,23
927CA1L0AB0M1C1F,1,FOLD,0,927,0,1,1,2,55,6,19
927CA1L0AB1M0C1F,1,FOLD,0,927,1,0,1,2,55,6,19
927CA1L0AB1M1C1F,1,FOLD,0,927,1,1,1,3,55,8,15
944CA0L0AB0M0C0E,0,EXPAND,0,944,0,0,0,1,56,5,56
944CA0L0AB0M1C0E,0,EXPAND,0,944,0,1,0,2,56,6,56
944CA0L0AB1M0C0E,0,EXPAND,0,944,1,0,0,2,56,6,56
944CA0L0AB1M1C0E,0,EXPAND,0,944,1,1,0,3,56,8,56
944CA0L0AB0M0C1E,0,EXPAND,0,944,0,0,1,1,56,6,56
944CA0L0AB0M1C1E,0,EXPAND,0,944,0,1,1,2,56,7,56
944CA0L0AB1M0C1E,0,EXPAND,0,944,1,0,1,2,56,7,56
944CA0L0AB1M1C1E,0,EXPAND,0,944,1,1,1,3,56,9,56
944CA1L0AB0M0C1E,1,EXPAND,0,944,0,0,1,1,56,5,56
944CA1L0AB0M1C1E,1,EXPAND,0,944,0,1,1,2,56,6,56
944CA1L0AB1M0C1E,1,EXPAND,0,944,1,0,1,2,56,6,56
944CA1L0AB1M1C1E,1,EXPAND,0,944,1,1,1,3,56,8,56
944CA0L0AB0M0C0F,0,FOLD,0,944,0,0,0,1,56,5,23
944CA0L0AB0M1C0F,0,FOLD,0,944,0,1,0,2,56,6,20
944CA0L0AB1M0C0F,0,FOLD,0,944,1,0,0,2,56,6,20
944CA0L0AB1M1C0F,0,FOLD,0,944,1,1,0,3,56,8,15
944CA0L0AB0M0C1F,0,FOLD,0,944,0,0,1,1,56,6,20
944CA0L0AB0M1C1F,0,FOLD,0,944,0,1,1,2,56,7,17
944CA0L0AB1M0C1F,0,FOLD,0,944,1,0,1,2,56,7,17
944CA0L0AB1M1C1F,0,FOLD,0,944,1,1,1,3,56,9,13
944CA1L0AB0M0C1F,1,FOLD,0,944,0,0,1,1,56,5,23
944CA1L0AB0M1C1F,1,FOLD,0,944,0,1,1,2,56,6,20
944CA1L0AB1M0C1F,1,FOLD,0,944,1,0,1,2,56,6,20
944CA1L0AB1M1C1F,1,FOLD,0,944,1,1,1,3,56,8,15
961CA0L0AB0M0C0E,0,EXPAND,0,961,0,0,0,1,57,5,57
961CA0L0AB0M1C0E,0,EXPAND,0,961,0,1,0,2,57,6,57
961CA0L0AB1M0C0E,0,EXPAND,0,961,1,0,0,2,57,6,57
961CA0L0AB1M1C0E,0,EXPAND,0,961,1,1,0,3,57,8,57
961CA0L0AB0M0C1E,0,EXPAND,0,961,0,0,1,1,57,6,57
961CA0L0AB0M1C1E,0,EXPAND,0,961,0,1,1,2,57,7,57
961CA0L0AB1M0C1E,0,EXPAND,0,961,1,0,1,2,57,7,57
961CA0L0AB1M1C1E,0,EXPAND,0,961,1,1,1,3,57,9,57
961CA1L0AB0M0C1E,1,EXPAND,0,961,0,0,1,1,57,5,57
961CA1L0AB0M1C1E,1,EXPAND,0,961,0,1,1,2,57,6,57
961CA1L0AB1M0C1E,1,EXPAND,0,961,1,0,1,2,57,6,57
961CA1L0AB1M1C1E,1,EXPAND,0,961,1,1,1,3,57,8,57
961CA0L0AB0M0C0F,0,FOLD,0,961,0,0,0,1,57,5,24
961CA0L0AB0M1C0F,0,FOLD,0,961,0,1,0,2,57,6,20
961CA0L0AB1M0C0F,0,FOLD,0,961,1,0,0,2,57,6,20
961CA0L0AB1M1C0F,0,FOLD,0,961,1,1,0,3,57,8,15
961CA0L0AB0M0C1F,0,FOLD,0,961,0,0,1,1,57,6,20
961CA0L0AB0M1C1F,0,FOLD,0,961,0,1,1,2,57,7,17
961CA0L0AB1M0C1F,0,FOLD,0,961,1,0,1,2,57,7,17
961CA0L0AB1M1C1F,0,FOLD,0,961,1,1,1,3,57,9,14
961CA1L0AB0M0C1F,1,FOLD,0,961,0,0,1,1,57,5,24
961CA1L0AB0M1C1F,1,FOLD,0,961,0,1,1,2,57,6,20
961CA1L0AB1M0C1F,1,FOLD,0,961,1,0,1,2,57,6,20
961CA1L0AB1M1C1F,1,FOLD,0,961,1,1,1,3,57,8,15
978CA0L0AB0M0C0E,0,EXPAND,0,978,0,0,0,1,58,5,58
978CA0L0AB0M1C0E,0,EXPAND,0,978,0,1,0,2,58,6,58
978CA0L0AB1M0C0E,0,EXPAND,0,978,1,0,0,2,58,6,58
978CA0L0AB1M1C0E,0,EXPAND,0,978,1,1,0,3,58,8,58
978CA0L0AB0M0C1E,0,EXPAND,0,978,0,0,1,1,58,6,58
978CA0L0AB0M1C1E,0,EXPAND,0,978,0,1,1,2,58,7,58
978CA0L0AB1M0C1E,0,EXPAND,0,978,1,0,1,2,58,7,58
978CA0L0AB1M1C1E,0,EXPAND,0,978,1,1,1,3,58,9,58
978CA1L0AB0M0C1E,1,EXPAND,0,978,0,0,1,1,58,5,58
978CA1L0AB0M1C1E,1,EXPAND,0,978,0,1,1,2,58,6,58
978CA1L0AB1M0C1E,1,EXPAND,0,978,1,0,1,2,58,6,58
978CA1L0AB1M1C1E,1,EXPAND,0,978,1,1,1,3,58,8,58
978CA0L0AB0M0C0F,0,FOLD,0,978,0,0,0,1,58,5,24
978CA0L0AB0M1C0F,0,FOLD,0,978,0,1,0,2,58,6,20
978CA0L0AB1M0C0F,0,FOLD,0,978,1,0,0,2,58,6,20
978CA0L0AB1M1C0F,0,FOLD,0,978,1,1,0,3,58,8,16
978CA0L0AB0M0C1F,0,FOLD,0,978,0,0,1,1,58,6,20
978CA0L0AB0M1C1F,0,FOLD,0,978,0,1,1,2,58,7,18
978CA0L0AB1M0C1F,0,FOLD,0,978,1,0,1,2,58,7,18
978CA0L0AB1M1C1F,0,FOLD,0,978,1,1,1,3,58,9,14
978CA1L0AB0M0C1F,1,FOLD,0,978,0,0,1,1,58,5,24
978CA1L0AB0M1C1F,1,FOLD,0,978,0,1,1,2,58,6,20
978CA1L0AB1M0C1F,1,FOLD,0,978,1,0,1,2,58,6,20
978CA1L0AB1M1C1F,1,FOLD,0,978,1,1,1,3,58,8,16
995CA0L0AB0M0C0E,0,EXPAND,0,995,0,0,0,1,59,5,59
995CA0L0AB0M1C0E,0,EXPAND,0,995,0,1,0,2,59,6,59
995CA0L0AB1M0C0E,0,EXPAND,0,995,1,0,0,2,59,6,59
995CA0L0AB1M1C0E,0,EXPAND,0,995,1,1,0,3,59,8,59
995CA0L0AB0M0C1E,0,EXPAND,0,995,0,0,1,1,59,6,59
995CA0L0AB0M1C1E,0,EXPAND,0,995,0,1,1,2,59,7,59
995CA0L0AB1M0C1E,0,EXPAND,0,995,1,0,1,2,59,7,59
995CA0L0AB1M1C1E,0,EXPAND,0,995,1,1,1,3,59,9,59
995CA1L0AB0M0C1E,1,EXPAND,0,995,0,0,1,1,59,5,59
995CA1L0AB0M1C1E,1,EXPAND,0,995,0,1,1,2,59,6,59
995CA1L0AB1M0C1E,1,EXPAND,0,995,1,0,1,2,59,6,59
995CA1L0AB1M1C1E,1,EXPAND,0,995,1,1,1,3,59,8,59
995CA0L0AB0M0C0F,0,FOLD,0,995,0,0,0,1,59,5,25
995CA0L0AB0M1C0F,0,FOLD,0,995,0,1,0,2,59,6,21
995CA0L0AB1M0C0F,0,FOLD,0,995,1,0,0,2,59,6,21
995CA0L0AB1M1C0F,0,FOLD,0,995,1,1,0,3,59,8,16
995CA0L0AB0M0C1F,0,FOLD,0,995,0,0,1,1,59,6,21
995CA0L0AB0M1C1F,0,FOLD,0,995,0,1,1,2,59,7,18
995CA0L0AB1M0C1F,0,FOLD,0,995,1,0,1,2,59,7,18
995CA0L0AB1M1C1F,0,FOLD,0,995,1,1,1,3,59,9,14
995CA1L0AB0M0C1F,1,FOLD,0,995,0,0,1,1,59,5,25
995CA1L0AB0M1C1F,1,FOLD,0,995,0,1,1,2,59,6,21
995CA1L0AB1M0C1F,1,FOLD,0,995,1,0,1,2,59,6,21
995CA1L0AB1M1C1F,1,FOLD,0,995,1,1,1,3,59,8,16
1012CA0L0AB0M0C0E,0,EXPAND,0,1012,0,0,0,1,60,5,60
1012CA0L0AB0M1C0E,0,EXPAND,0,1012,0,1,0,2,60,6,60
1012CA0L0AB1M0C0E,0,EXPAND,0,1012,1,0,0,2,60,6,60
1012CA0L0AB1M1C0E,0,EXPAND,0,1012,1,1,0,3,60,8,60
1012CA0L0AB0M0C1E,0,EXPAND,0,1012,0,0,1,1,60,6,60
1012CA0L0AB0M1C1E,0,EXPAND,0,1012,0,1,1,2,60,7,60
1012CA0L0AB1M0C1E,0,EXPAND,0,1012,1,0,1,2,60,7,60
1012CA0L0AB1M1C1E,0,EXPAND,0,1012,1,1,1,3,60,9,60
1012CA1L0AB0M0C1E,1,EXPAND,0,1012,0,0,1,1,60,5,60
1012CA1L0AB0M1C1E,1,EXPAND,0,1012,0,1,1,2,60,6,60
1012CA1L0AB1M0C1E,1,EXPAND,0,1012,1,0,1,2,60,6,60
1012CA1L0AB1M1C1E,1,EXPAND,0,1012,1,1,1,3,60,8,60
1012CA0L0AB0M0C0F,0,FOLD,0,1012,0,0,0,1,60,5,25
1012CA0L0AB0M1C0F,0,FOLD,0,1012,0,1,0,2,60,6,21
1012CA0L0AB1M0C0F,0,FOLD,0,1012,1,0,0,2,60,6,21
1012CA0L0AB1M1C0F,0,FOLD,0,1012,1,1,0,3,60,8,16
1012CA0L0AB0M0C1F,0,FOLD,0,1012,0,0,1,1,60,6,21
1012CA0L0AB0M1C1F,0,FOLD,0,1012,0,1,1,2,60,7,18
1012CA0L0AB1M0C1F,0,FOLD,0,1012,1,0,1,2,60,7,18
1012CA0L0AB1M1C1F,0,FOLD,0,1012,1,1,1,3,60,9,14
1012CA1L0AB0M0C1F,1,FOLD,0,1012,0,0,1,1,60,5,25
1012CA1L0AB0M1C1F,1,FOLD,0,1012,0,1,1,2,60,6,21
1012CA1L0AB1M0C1F,1,FOLD,0,1012,1,0,1,2,60,6,21
1012CA1L0AB1M1C1F,1,FOLD,0,1012,1,1,1,3,60,8,16
1029CA0L0AB0M0C0E,0,EXPAND,0,1029,0,0,0,1,61,5,61
1029CA0L0AB0M1C0E,0,EXPAND,0,1029,0,1,0,2,61,6,61
1029CA0L0AB1M0C0E,0,EXPAND,0,1029,1,0,0,2,61,6,61
1029CA0L0AB1M1C0E,0,EXPAND,0,1029,1,1,0,3,61,8,61
1029CA0L0AB0M0C1E,0,EXPAND,0,1029,0,0,1,1,61,6,61
1029CA0L0AB0M1C1E,0,EXPAND,0,1029,0,1,1,2,61,7,61
1029CA0L0AB1M0C1E,0,EXPAND,0,1029,1,0,1,2,61,7,61
1029CA0L0AB1M1C1E,0,EXPAND,0,1029,1,1,1,3,61,9,61
1029CA1L0AB0M0C1E,1,EXPAND,0,1029,0,0,1,1,61,5,61
1029CA1L0AB0M1C1E,1,EXPAND,0,1029,0,1,1,2,61,6,61
1029CA1L0AB1M0C1E,1,EXPAND,0,1029,1,0,1,2,61,6,61
1029CA1L0AB1M1C1E,1,EXPAND,0,1029,1,1,1,3,61,8,61
1029CA0L0AB0M0C0F,0,FOLD,0,1029,0,0,0,1,61,5,25
1029CA0L0AB0M1C0F,0,FOLD,0,1029,0,1,0,2,61,6,21
1029CA0L0AB1M0C0F,0,FOLD,0,1029,1,0,0,2,61,6,21
1029CA0L0AB1M1C0F,0,FOLD,0,1029,1,1,0,3,61,8,16
1029CA0L0AB0M0C1F,0,FOLD,0,1029,0,0,1,1,61,6,21
1029CA0L0AB0M1C1F,0,FOLD,0,1029,0,1,1,2,61,7,18
1029CA0L0AB1M0C1F,0,FOLD,0,1029,1,0,1,2,61,7,18
1029CA0L0AB1M1C1F,0,FOLD,0,1029,1,1,1,3,61,9,15
1029CA1L0AB0M0C1F,1,FOLD,0,1029,0,0,1,1,61,5,25
1029CA1L0AB0M1C1F,1,FOLD,0,1029,0,1,1,2,61,6,21
1029CA1L0AB1M0C1F,1,FOLD,0,1029,1,0,1,2,61,6,21
1029CA1L0AB1M1C1F,1,FOLD,0,1029,1,1,1,3,61,8,16
1046CA0L0AB0M0C0E,0,EXPAND,0,1046,0,0,0,1,62,5,62
1046CA0L0AB0M1C0E,0,EXPAND,0,1046,0,1,0,2,62,6,62
1046CA0L0AB1M0C0E,0,EXPAND,0,1046,1,0,0,2,62,6,62
1046CA0L0AB1M1C0E,0,EXPAND,0,1046,1,1,0,3,62,8,62
1046CA0L0AB0M0C1E,0,EXPAND,0,1046,0,0,1,1,62,6,62
1046CA0L0AB0M1C1E,0,EXPAND,0,1046,0,1,1,2,62,7,62
1046CA0L0AB1M0C1E,0,EXPAND,0,1046,1,0,1,2,62,7,62
1046CA0L0AB1M1C1E,0,EXPAND,0,1046,1,1,1,3,62,9,62
1046CA1L0AB0M0C1E,1,EXPAND,0,1046,0,0,1,1,62,5,62
1046CA1L0AB0M1C1E,1,EXPAND,0,1046,0,1,1,2,62,6,62
1046CA1L0AB1M0C1E,1,EXPAND,0,1046,1,0,1,2,62,6,62
1046CA1L0AB1M1C1E,1,EXPAND,0,1046,1,1,1,3,62,8,62
1046CA0L0AB0M0C0F,0,FOLD,0,1046,0,0,0,1,62,5,26
1046CA0L0AB0M1C0F,0,FOLD,0,1046,0,1,0,2,62,6,22
1046CA0L0AB1M0C0F,0,FOLD,0,1046,1,0,0,2,62,6,22
1046CA0L0AB1M1C0F,0,FOLD,0,1046,1,1,0,3,62,8,17
1046CA0L0AB0M0C1F,0,FOLD,0,1046,0,0,1,1,62,6,22
1046CA0L0AB0M1C1F,0,FOLD,0,1046,0,1,1,2,62,7,19
1046CA0L0AB1M0C1F,0,FOLD,0,1046,1,0,1,2,62,7,19
1046CA0L0AB1M1C1F,0,FOLD,0,1046,1,1,1,3,62,9,15
1046CA1L0AB0M0C1F,1,FOLD,0,1046,0,0,1,1,62,5,26
1046CA1L0AB0M1C1F,1,FOLD,0,1046,0,1,1,2,62,6,22
1046CA1L0AB1M0C1F,1,FOLD,0,1046,1,0,1,2,62,6,22
1046CA1L0AB1M1C1F,1,FOLD,0,1046,1,1,1,3,62,8,17
1063CA0L0AB0M0C0E,0,EXPAND,0,1063,0,0,0,1,63,5,63
1063CA0L0AB0M1C0E,0,EXPAND,0,1063,0,1,0,2,63,6,63
1063CA0L0AB1M0C0E,0,EXPAND,0,1063,1,0,0,2,63,6,63
1063CA0L0AB1M1C0E,0,EXPAND,0,1063,1,1,0,3,63,8,63
1063CA0L0AB0M0C1E,0,EXPAND,0,1063,0,0,1,1,63,6,63
1063CA0L0AB0M1C1E,0,EXPAND,0,1063,0,1,1,2,63,7,63
1063CA0L0AB1M0C1E,0,EXPAND,0,1063,1,0,1,2,63,7,63
1063CA0L0AB1M1C1E,0,EXPAND,0,1063,1,1,1,3,63,9,63
1063CA1L0AB0M0C1E,1,EXPAND,0,1063,0,0,1,1,63,5,63
1063CA1L0AB0M1C1E,1,EXPAND,0,1063,0,1,1,2,63,6,63
1063CA1L0AB1M0C1E,1,EXPAND,0,1063,1,0,1,2,63,6,63
1063CA1L0AB1M1C1E,1,EXPAND,0,1063,1,1,1,3,63,8,63
1063CA0L0AB0M0C0F,0,FOLD,0,1063,0,0,0,1,63,5,26
1063CA0L0AB0M1C0F,0,FOLD,0,1063,0,1,0,2,63,6,22
1063CA0L0AB1M0C0F,0,FOLD,0,1063,1,0,0,2,63,6,22
1063CA0L0AB1M1C0F,0,FOLD,0,1063,1,1,0,3,63,8,17
1063CA0L0AB0M0C1F,0,FOLD,0,1063,0,0,1,1,63,6,22
1063CA0L0AB0M1C1F,0,FOLD,0,1063,0,1,1,2,63,7,19
1063CA0L0AB1M0C1F,0,FOLD,0,1063,1,0,1,2,63,7,19
1063CA0L0AB1M1C1F,0,FOLD,0,1063,1,1,1,3,63,9,15
1063CA1L0AB0M0C1F,1,FOLD,0,1063,0,0,1,1,63,5,26
1063CA1L0AB0M1C1F,1,FOLD,0,1063,0,1,1,2,63,6,22
1063CA1L0AB1M0C1F,1,FOLD,0,1063,1,0,1,2,63,6,22
1063CA1L0AB1M1C1F,1,FOLD,0,1063,1,1,1,3,63,8,17
1080CA0L0AB0M0C0E,0,EXPAND,0,1080,0,0,0,1,64,5,64
1080CA0L0AB0M1C0E,0,EXPAND,0,1080,0,1,0,2,64,6,64
1080CA0L0AB1M0C0E,0,EXPAND,0,1080,1,0,0,2,64,6,64
1080CA0L0AB1M1C0E,0,EXPAND,0,1080,1,1,0,3,64,8,64
1080CA0L0AB0M0C1E,0,EXPAND,0,1080,0,0,1,1,64,6,64
1080CA0L0AB0M1C1E,0,EXPAND,0,1080,0,1,1,2,64,7,64
1080CA0L0AB1M0C1E,0,EXPAND,0,1080,1,0,1,2,64,7,64
1080CA0L0AB1M1C1E,0,EXPAND,0,1080,1,1,1,3,64,9,64
1080CA1L0AB0M0C1E,1,EXPAND,0,1080,0,0,1,1,64,5,64
1080CA1L0AB0M1C1E,1,EXPAND,0,1080,0,1,1,2,64,6,64
1080CA1L0AB1M0C1E,1,EXPAND,0,1080,1,0,1,2,64,6,64
1080CA1L0AB1M1C1E,1,EXPAND,0,1080,1,1,1,3,64,8,64
1080CA0L0AB0M0C0F,0,FOLD,0,1080,0,0,0,1,64,5,27
1080CA0L0AB0M1C0F,0,FOLD,0,1080,0,1,0,2,64,6,22
1080CA0L0AB1M0C0F,0,FOLD,0,1080,1,0,0,2,64,6,22
1080CA0L0AB1M1C0F,0,FOLD,0,1080,1,1,0,3,64,8,17
1080CA0L0AB0M0C1F,0,FOLD,0,1080,0,0,1,1,64,6,22
1080CA0L0AB0M1C1F,0,FOLD,0,1080,0,1,1,2,64,7,19
1080CA0L0AB1M0C1F,0,FOLD,0,1080,1,0,1,2,64,7,19
1080CA0L0AB1M1C1F,0,FOLD,0,1080,1,1,1,3,64,9,15
1080CA1L0AB0M0C1F,1,FOLD,0,1080,0,0,1,1,64,5,27
1080CA1L0AB0M1C1F,1,FOLD,0,1080,0,1,1,2,64,6,22
1080CA1L0AB1M0C1F,1,FOLD,0,1080,1,0,1,2,64,6,22
1080CA1L0AB1M1C1F,1,FOLD,0,1080,1,1,1,3,64,8,17
1097CA0L0AB0M0C0E,0,EXPAND,0,1097,0,0,0,1,65,5,65
1097CA0L0AB0M1C0E,0,EXPAND,0,1097,0,1,0,2,65,6,65
1097CA0L0AB1M0C0E,0,EXPAND,0,1097,1,0,0,2,65,6,65
1097CA0L0AB1M1C0E,0,EXPAND,0,1097,1,1,0,3,65,8,65
1097CA0L0AB0M0C1E,0,EXPAND,0,1097,0,0,1,1,65,6,65
1097CA0L0AB0M1C1E,0,EXPAND,0,1097,0,1,1,2,65,7,65
1097CA0L0AB1M0C1E,0,EXPAND,0,1097,1,0,1,2,65,7,65
1097CA0L0AB1M1C1E,0,EXPAND,0,1097,1,1,1,3,65,9,65
1097CA1L0AB0M0C1E,1,EXPAND,0,1097,0,0,1,1,65,5,65
1097CA1L0AB0M1C1E,1,EXPAND,0,1097,0,1,1,2,65,6,65
1097CA1L0AB1M0C1E,1,EXPAND,0,1097,1,0,1,2,65,6,65
1097CA1L0AB1M1C1E,1,EXPAND,0,1097,1,1,1,3,65,8,65
1097CA0L0AB0M0C0F,0,FOLD,0,1097,0,0,0,1,65,5,27
1097CA0L0AB0M1C0F,0,FOLD,0,1097,0,1,0,2,65,6,23
1097CA0L0AB1M0C0F,0,FOLD,0,1097,1,0,0,2,65,6,23
1097CA0L0AB1M1C0F,0,FOLD,0,1097,1,1,0,3,65,8,17
1097CA0L0AB0M0C1F,0,FOLD,0,1097,0,0,1,1,65,6,23
1097CA0L0AB0M1C1F,0,FOLD,0,1097,0,1,1,2,65,7,20
1097CA0L0AB1M0C1F,0,FOLD,0,1097,1,0,1,2,65,7,20
1097CA0L0AB1M1C1F,0,FOLD,0,1097,1,1,1,3,65,9,15
1097CA1L0AB0M0C1F,1,FOLD,0,1097,0,0,1,1,65,5,27
1097CA1L0AB0M1C1F,1,FOLD,0,1097,0,1,1,2,65,6,23
1097CA1L0AB1M0C1F,1,FOLD,0,1097,1,0,1,2,65,6,23
1097CA1L0AB1M1C1F,1,FOLD,0,1097,1,1,1,3,65,8,17
1114CA0L0AB0M0C0E,0,EXPAND,0,1114,0,0,0,1,66,5,66
1114CA0L0AB0M1C0E,0,EXPAND,0,1114,0,1,0,2,66,6,66
1114CA0L0AB1M0C0E,0,EXPAND,0,1114,1,0,0,2,66,6,66
1114CA0L0AB1M1C0E,0,EXPAND,0,1114,1,1,0,3,66,8,66
1114CA0L0AB0M0C1E,0,EXPAND,0,1114,0,0,1,1,66,6,66
1114CA0L0AB0M1C1E,0,EXPAND,0,1114,0,1,1,2,66,7,66
1114CA0L0AB1M0C1E,0,EXPAND,0,1114,1,0,1,2,66,7,66
1114CA0L0AB1M1C1E,0,EXPAND,0,1114,1,1,1,3,66,9,66
1114CA1L0AB0M0C1E,1,EXPAND,0,1114,0,0,1,1,66,5,66
1114CA1L0AB0M1C1E,1,EXPAND,0,1114,0,1,1,2,66,6,66
1114CA1L0AB1M0C1E,1,EXPAND,0,1114,1,0,1,2,66,6,66
1114CA1L0AB1M1C1E,1,EXPAND,0,1114,1,1,1,3,66,8,66
1114CA0L0AB0M0C0F,0,FOLD,0,1114,0,0,0,1,66,5,27
1114CA0L0AB0M1C0F,0,FOLD,0,1114,0,1,0,2,66,6,23
1114CA0L0AB1M0C0F,0,FOLD,0,1114,1,0,0,2,66,6,23
1114CA0L0AB1M1C0F,0,FOLD,0,1114,1,1,0,3,66,8,18
1114CA0L0AB0M0C1F,0,FOLD,0,1114,0,0,1,1,66,6,23
1114CA0L0AB0M1C1F,0,FOLD,0,1114,0,1,1,2,66,7,20
1114CA0L0AB1M0C1F,0,FOLD,0,1114,1,0,1,2,66,7,20
1114CA0L0AB1M1C1F,0,FOLD,0,1114,1,1,1,3,66,9,16
1114CA1L0AB0M0C1F,1,FOLD,0,1114,0,0,1,1,66,5,27
1114CA1L0AB0M1C1F,1,FOLD,0,1114,0,1,1,2,66,6,23
1114CA1L0AB1M0C1F,1,FOLD,0,1114,1,0,1,2,66,6,23
1114CA1L0AB1M1C1F,1,FOLD,0,1114,1,1,1,3,66,8,18
1131CA0L0AB0M0C0E,0,EXPAND,0,1131,0,0,0,1,67,5,67
1131CA0L0AB0M1C0E,0,EXPAND,0,1131,0,1,0,2,67,6,67
1131CA0L0AB1M0C0E,0,EXPAND,0,1131,1,0,0,2,67,6,67
1131CA0L0AB1M1C0E,0,EXPAND,0,1131,1,1,0,3,67,8,67
1131CA0L0AB0M0C1E,0,EXPAND,0,1131,0,0,1,1,67,6,67
1131CA0L0AB0M1C1E,0,EXPAND,0,1131,0,1,1,2,67,7,67
1131CA0L0AB1M0C1E,0,EXPAND,0,1131,1,0,1,2,67,7,67
1131CA0L0AB1M1C1E,0,EXPAND,0,1131,1,1,1,3,67,9,67
1131CA1L0AB0M0C1E,1,EXPAND,0,1131,0,0,1,1,67,5,67
1131CA1L0AB0M1C1E,1,EXPAND,0,1131,0,1,1,2,67,6,67
1131CA1L0AB1M0C1E,1,EXPAND,0,1131,1,0,1,2,67,6,67
1131CA1L0AB1M1C1E,1,EXPAND,0,1131,1,1,1,3,67,8,67
1131CA0L0AB0M0C0F,0,FOLD,0,1131,0,0,0,1,67,5,28
1131CA0L0AB0M1C0F,0,FOLD,0,1131,0,1,0,2,67,6,23
1131CA0L0AB1M0C0F,0,FOLD,0,1131,1,0,0,2,67,6,23
1131CA0L0AB1M1C0F,0,FOLD,0,1131,1,1,0,3,67,8,18
