name,success,CLOCK_CYCLES_1ST
1250CA0L0AB1M1C1F,SUCCESS,809
1250CA1L0AB0M0C1F,SUCCESS,517
1250CA1L0AB0M1C1F,SUCCESS,591
1250CA1L0AB1M0C1F,SUCCESS,591
1250CA1L0AB1M1C1F,SUCCESS,739
1267CA0L0AB0M0C0E,SUCCESS,522
1267CA0L0AB0M1C0E,SUCCESS,597
1267CA0L0AB1M0C0E,SUCCESS,597
1267CA0L0AB1M1C0E,SUCCESS,746
1267CA0L0AB0M0C1E,SUCCESS,596
1267CA0L0AB0M1C1E,SUCCESS,671
1267CA0L0AB1M0C1E,SUCCESS,671
1267CA0L0AB1M1C1E,SUCCESS,820
1267CA1L0AB0M0C1E,SUCCESS,522
1267CA1L0AB0M1C1E,SUCCESS,597
1267CA1L0AB1M0C1E,SUCCESS,597
1267CA1L0AB1M1C1E,SUCCESS,746
1267CA0L0AB0M0C0F,SUCCESS,522
1267CA0L0AB0M1C0F,SUCCESS,597
1267CA0L0AB1M0C0F,SUCCESS,597
1267CA0L0AB1M1C0F,SUCCESS,746
1267CA0L0AB0M0C1F,SUCCESS,596
1267CA0L0AB0M1C1F,SUCCESS,671
1267CA0L0AB1M0C1F,SUCCESS,671
1267CA0L0AB1M1C1F,SUCCESS,820
1267CA1L0AB0M0C1F,SUCCESS,524
1267CA1L0AB0M1C1F,SUCCESS,599
1267CA1L0AB1M0C1F,SUCCESS,599
1267CA1L0AB1M1C1F,SUCCESS,749
1284CA0L0AB0M0C0E,SUCCESS,529
1284CA0L0AB0M1C0E,SUCCESS,605
1284CA0L0AB1M0C0E,SUCCESS,605
1284CA0L0AB1M1C0E,SUCCESS,756
1284CA0L0AB0M0C1E,SUCCESS,604
1284CA0L0AB0M1C1E,SUCCESS,680
1284CA0L0AB1M0C1E,SUCCESS,680
1284CA0L0AB1M1C1E,SUCCESS,831
1284CA1L0AB0M0C1E,SUCCESS,529
1284CA1L0AB0M1C1E,SUCCESS,605
1284CA1L0AB1M0C1E,SUCCESS,605
1284CA1L0AB1M1C1E,SUCCESS,756
1284CA0L0AB0M0C0F,SUCCESS,529
1284CA0L0AB0M1C0F,SUCCESS,605
1284CA0L0AB1M0C0F,SUCCESS,605
1284CA0L0AB1M1C0F,SUCCESS,756
1284CA0L0AB0M0C1F,SUCCESS,604
1284CA0L0AB0M1C1F,SUCCESS,680
1284CA0L0AB1M0C1F,SUCCESS,680
1284CA0L0AB1M1C1F,SUCCESS,831
1284CA1L0AB0M0C1F,SUCCESS,531
1284CA1L0AB0M1C1F,SUCCESS,607
1284CA1L0AB1M0C1F,SUCCESS,607
1284CA1L0AB1M1C1F,SUCCESS,759
1301CA0L0AB0M0C0E,SUCCESS,536
1301CA0L0AB0M1C0E,SUCCESS,613
1301CA0L0AB1M0C0E,SUCCESS,613
1301CA0L0AB1M1C0E,SUCCESS,766
1301CA0L0AB0M0C1E,SUCCESS,612
1301CA0L0AB0M1C1E,SUCCESS,689
1301CA0L0AB1M0C1E,SUCCESS,689
1301CA0L0AB1M1C1E,SUCCESS,842
1301CA1L0AB0M0C1E,SUCCESS,536
1301CA1L0AB0M1C1E,SUCCESS,613
1301CA1L0AB1M0C1E,SUCCESS,613
1301CA1L0AB1M1C1E,SUCCESS,766
1301CA0L0AB0M0C0F,SUCCESS,536
1301CA0L0AB0M1C0F,SUCCESS,613
1301CA0L0AB1M0C0F,SUCCESS,613
1301CA0L0AB1M1C0F,SUCCESS,766
1301CA0L0AB0M0C1F,SUCCESS,612
1301CA0L0AB0M1C1F,SUCCESS,689
1301CA0L0AB1M0C1F,SUCCESS,689
1301CA0L0AB1M1C1F,SUCCESS,842
1301CA1L0AB0M0C1F,SUCCESS,538
1301CA1L0AB0M1C1F,SUCCESS,615
1301CA1L0AB1M0C1F,SUCCESS,615
1301CA1L0AB1M1C1F,SUCCESS,769
1318CA0L0AB0M0C0E,SUCCESS,543
1318CA0L0AB0M1C0E,SUCCESS,621
1318CA0L0AB1M0C0E,SUCCESS,621
1318CA0L0AB1M1C0E,SUCCESS,776
1318CA0L0AB0M0C1E,SUCCESS,620
1318CA0L0AB0M1C1E,SUCCESS,698
1318CA0L0AB1M0C1E,SUCCESS,698
1318CA0L0AB1M1C1E,SUCCESS,853
1318CA1L0AB0M0C1E,SUCCESS,543
1318CA1L0AB0M1C1E,SUCCESS,621
1318CA1L0AB1M0C1E,SUCCESS,621
1318CA1L0AB1M1C1E,SUCCESS,776
1318CA0L0AB0M0C0F,SUCCESS,543
1318CA0L0AB0M1C0F,SUCCESS,621
1318CA0L0AB1M0C0F,SUCCESS,621
1318CA0L0AB1M1C0F,SUCCESS,776
1318CA0L0AB0M0C1F,SUCCESS,620
1318CA0L0AB0M1C1F,SUCCESS,698
1318CA0L0AB1M0C1F,SUCCESS,698
1318CA0L0AB1M1C1F,SUCCESS,853
1318CA1L0AB0M0C1F,SUCCESS,545
1318CA1L0AB0M1C1F,SUCCESS,623
1318CA1L0AB1M0C1F,SUCCESS,623
1318CA1L0AB1M1C1F,SUCCESS,779
1335CA0L0AB0M0C0E,SUCCESS,550
1335CA0L0AB0M1C0E,SUCCESS,629
1335CA0L0AB1M0C0E,SUCCESS,629
1335CA0L0AB1M1C0E,SUCCESS,786
1335CA0L0AB0M0C1E,SUCCESS,628
1335CA0L0AB0M1C1E,SUCCESS,707
1335CA0L0AB1M0C1E,SUCCESS,707
1335CA0L0AB1M1C1E,SUCCESS,864
1335CA1L0AB0M0C1E,SUCCESS,550
1335CA1L0AB0M1C1E,SUCCESS,629
1335CA1L0AB1M0C1E,SUCCESS,629
1335CA1L0AB1M1C1E,SUCCESS,786
1335CA0L0AB0M0C0F,SUCCESS,550
1335CA0L0AB0M1C0F,SUCCESS,629
1335CA0L0AB1M0C0F,SUCCESS,629
1335CA0L0AB1M1C0F,SUCCESS,786
1335CA0L0AB0M0C1F,SUCCESS,628
1335CA0L0AB0M1C1F,SUCCESS,707
1335CA0L0AB1M0C1F,SUCCESS,707
1335CA0L0AB1M1C1F,SUCCESS,864
1335CA1L0AB0M0C1F,SUCCESS,552
1335CA1L0AB0M1C1F,SUCCESS,631
1335CA1L0AB1M0C1F,SUCCESS,631
1335CA1L0AB1M1C1F,SUCCESS,789
1352CA0L0AB0M0C0E,SUCCESS,557
1352CA0L0AB0M1C0E,SUCCESS,637
1352CA0L0AB1M0C0E,SUCCESS,637
1352CA0L0AB1M1C0E,SUCCESS,796
1352CA0L0AB0M0C1E,SUCCESS,636
1352CA0L0AB0M1C1E,SUCCESS,716
1352CA0L0AB1M0C1E,SUCCESS,716
1352CA0L0AB1M1C1E,SUCCESS,875
1352CA1L0AB0M0C1E,SUCCESS,557
1352CA1L0AB0M1C1E,SUCCESS,637
1352CA1L0AB1M0C1E,SUCCESS,637
1352CA1L0AB1M1C1E,SUCCESS,796
1352CA0L0AB0M0C0F,SUCCESS,557
1352CA0L0AB0M1C0F,SUCCESS,637
1352CA0L0AB1M0C0F,SUCCESS,637
1352CA0L0AB1M1C0F,SUCCESS,796
1352CA0L0AB0M0C1F,SUCCESS,636
1352CA0L0AB0M1C1F,SUCCESS,716
1352CA0L0AB1M0C1F,SUCCESS,716
1352CA0L0AB1M1C1F,SUCCESS,875
1352CA1L0AB0M0C1F,SUCCESS,559
1352CA1L0AB0M1C1F,SUCCESS,639
1352CA1L0AB1M0C1F,SUCCESS,639
1352CA1L0AB1M1C1F,SUCCESS,799
1369CA0L0AB0M0C0E,SUCCESS,564
1369CA0L0AB0M1C0E,SUCCESS,645
1369CA0L0AB1M0C0E,SUCCESS,645
1369CA0L0AB1M1C0E,SUCCESS,806
1369CA0L0AB0M0C1E,SUCCESS,644
1369CA0L0AB0M1C1E,SUCCESS,725
1369CA0L0AB1M0C1E,SUCCESS,725
1369CA0L0AB1M1C1E,SUCCESS,886
1369CA1L0AB0M0C1E,SUCCESS,564
1369CA1L0AB0M1C1E,SUCCESS,645
1369CA1L0AB1M0C1E,SUCCESS,645
1369CA1L0AB1M1C1E,SUCCESS,806
1369CA0L0AB0M0C0F,SUCCESS,564
1369CA0L0AB0M1C0F,SUCCESS,645
1369CA0L0AB1M0C0F,SUCCESS,645
1369CA0L0AB1M1C0F,SUCCESS,806
1369CA0L0AB0M0C1F,SUCCESS,644
1369CA0L0AB0M1C1F,SUCCESS,725
1369CA0L0AB1M0C1F,SUCCESS,725
1369CA0L0AB1M1C1F,SUCCESS,886
1369CA1L0AB0M0C1F,SUCCESS,566
1369CA1L0AB0M1C1F,SUCCESS,647
1369CA1L0AB1M0C1F,SUCCESS,647
1369CA1L0AB1M1C1F,SUCCESS,809
1386CA0L0AB0M0C0E,SUCCESS,571
1386CA0L0AB0M1C0E,SUCCESS,653
1386CA0L0AB1M0C0E,SUCCESS,653
1386CA0L0AB1M1C0E,SUCCESS,816
1386CA0L0AB0M0C1E,SUCCESS,652
1386CA0L0AB0M1C1E,SUCCESS,734
1386CA0L0AB1M0C1E,SUCCESS,734
1386CA0L0AB1M1C1E,SUCCESS,897
1386CA1L0AB0M0C1E,SUCCESS,571
1386CA1L0AB0M1C1E,SUCCESS,653
1386CA1L0AB1M0C1E,SUCCESS,653
1386CA1L0AB1M1C1E,SUCCESS,816
1386CA0L0AB0M0C0F,SUCCESS,571
1386CA0L0AB0M1C0F,SUCCESS,653
1386CA0L0AB1M0C0F,SUCCESS,653
1386CA0L0AB1M1C0F,SUCCESS,816
1386CA0L0AB0M0C1F,SUCCESS,652
1386CA0L0AB0M1C1F,SUCCESS,734
1386CA0L0AB1M0C1F,SUCCESS,734
1386CA0L0AB1M1C1F,SUCCESS,897
1386CA1L0AB0M0C1F,SUCCESS,573
1386CA1L0AB0M1C1F,SUCCESS,655
1386CA1L0AB1M0C1F,SUCCESS,655
1386CA1L0AB1M1C1F,SUCCESS,819
1403CA0L0AB0M0C0E,SUCCESS,578
1403CA0L0AB0M1C0E,SUCCESS,661
1403CA0L0AB1M0C0E,SUCCESS,661
1403CA0L0AB1M1C0E,SUCCESS,826
1403CA0L0AB0M0C1E,SUCCESS,660
1403CA0L0AB0M1C1E,SUCCESS,743
1403CA0L0AB1M0C1E,SUCCESS,743
1403CA0L0AB1M1C1E,SUCCESS,908
1403CA1L0AB0M0C1E,SUCCESS,578
1403CA1L0AB0M1C1E,SUCCESS,661
1403CA1L0AB1M0C1E,SUCCESS,661
1403CA1L0AB1M1C1E,SUCCESS,826
1403CA0L0AB0M0C0F,SUCCESS,578
1403CA0L0AB0M1C0F,SUCCESS,661
1403CA0L0AB1M0C0F,SUCCESS,661
1403CA0L0AB1M1C0F,SUCCESS,826
1403CA0L0AB0M0C1F,SUCCESS,660
1403CA0L0AB0M1C1F,SUCCESS,743
1403CA0L0AB1M0C1F,SUCCESS,743
1403CA0L0AB1M1C1F,SUCCESS,908
1403CA1L0AB0M0C1F,SUCCESS,580
1403CA1L0AB0M1C1F,SUCCESS,663
1403CA1L0AB1M0C1F,SUCCESS,663
1403CA1L0AB1M1C1F,SUCCESS,829
1420CA0L0AB0M0C0E,SUCCESS,585
1420CA0L0AB0M1C0E,SUCCESS,669
1420CA0L0AB1M0C0E,SUCCESS,669
1420CA0L0AB1M1C0E,SUCCESS,836
1420CA0L0AB0M0C1E,SUCCESS,668
1420CA0L0AB0M1C1E,SUCCESS,752
1420CA0L0AB1M0C1E,SUCCESS,752
1420CA0L0AB1M1C1E,SUCCESS,919
1420CA1L0AB0M0C1E,SUCCESS,585
1420CA1L0AB0M1C1E,SUCCESS,669
1420CA1L0AB1M0C1E,SUCCESS,669
1420CA1L0AB1M1C1E,SUCCESS,836
1420CA0L0AB0M0C0F,SUCCESS,585
1420CA0L0AB0M1C0F,SUCCESS,669
1420CA0L0AB1M0C0F,SUCCESS,669
1420CA0L0AB1M1C0F,SUCCESS,836
1420CA0L0AB0M0C1F,SUCCESS,668
1420CA0L0AB0M1C1F,SUCCESS,752
1420CA0L0AB1M0C1F,SUCCESS,752
1420CA0L0AB1M1C1F,SUCCESS,919
1420CA1L0AB0M0C1F,SUCCESS,587
1420CA1L0AB0M1C1F,SUCCESS,671
1420CA1L0AB1M0C1F,SUCCESS,671
1420CA1L0AB1M1C1F,SUCCESS,839
1437CA0L0AB0M0C0E,SUCCESS,592
1437CA0L0AB0M1C0E,SUCCESS,677
1437CA0L0AB1M0C0E,SUCCESS,677
1437CA0L0AB1M1C0E,SUCCESS,846
1437CA0L0AB0M0C1E,SUCCESS,676
1437CA0L0AB0M1C1E,SUCCESS,761
1437CA0L0AB1M0C1E,SUCCESS,761
1437CA0L0AB1M1C1E,SUCCESS,930
1437CA1L0AB0M0C1E,SUCCESS,592
1437CA1L0AB0M1C1E,SUCCESS,677
1437CA1L0AB1M0C1E,SUCCESS,677
1437CA1L0AB1M1C1E,SUCCESS,846
1437CA0L0AB0M0C0F,SUCCESS,592
1437CA0L0AB0M1C0F,SUCCESS,677
1437CA0L0AB1M0C0F,SUCCESS,677
1437CA0L0AB1M1C0F,SUCCESS,846
1437CA0L0AB0M0C1F,SUCCESS,676
1437CA0L0AB0M1C1F,SUCCESS,761
1437CA0L0AB1M0C1F,SUCCESS,761
1437CA0L0AB1M1C1F,SUCCESS,930
1437CA1L0AB0M0C1F,SUCCESS,594
1437CA1L0AB0M1C1F,SUCCESS,679
1437CA1L0AB1M0C1F,SUCCESS,679
1437CA1L0AB1M1C1F,SUCCESS,849
1454CA0L0AB0M0C0E,SUCCESS,599
1454CA0L0AB0M1C0E,SUCCESS,685
1454CA0L0AB1M0C0E,SUCCESS,685
1454CA0L0AB1M1C0E,SUCCESS,856
1454CA0L0AB0M0C1E,SUCCESS,684
1454CA0L0AB0M1C1E,SUCCESS,770
1454CA0L0AB1M0C1E,SUCCESS,770
1454CA0L0AB1M1C1E,SUCCESS,941
1454CA1L0AB0M0C1E,SUCCESS,599
1454CA1L0AB0M1C1E,SUCCESS,685
1454CA1L0AB1M0C1E,SUCCESS,685
1454CA1L0AB1M1C1E,SUCCESS,856
1454CA0L0AB0M0C0F,SUCCESS,599
1454CA0L0AB0M1C0F,SUCCESS,685
1454CA0L0AB1M0C0F,SUCCESS,685
1454CA0L0AB1M1C0F,SUCCESS,856
1454CA0L0AB0M0C1F,SUCCESS,684
1454CA0L0AB0M1C1F,SUCCESS,770
1454CA0L0AB1M0C1F,SUCCESS,770
1454CA0L0AB1M1C1F,SUCCESS,941
1454CA1L0AB0M0C1F,SUCCESS,601
1454CA1L0AB0M1C1F,SUCCESS,687
1454CA1L0AB1M0C1F,SUCCESS,687
1454CA1L0AB1M1C1F,SUCCESS,859
1471CA0L0AB0M0C0E,SUCCESS,606
1471CA0L0AB0M1C0E,SUCCESS,693
1471CA0L0AB1M0C0E,SUCCESS,693
1471CA0L0AB1M1C0E,SUCCESS,866
1471CA0L0AB0M0C1E,SUCCESS,692
1471CA0L0AB0M1C1E,SUCCESS,779
1471CA0L0AB1M0C1E,SUCCESS,779
1471CA0L0AB1M1C1E,SUCCESS,952
1471CA1L0AB0M0C1E,SUCCESS,606
1471CA1L0AB0M1C1E,SUCCESS,693
1471CA1L0AB1M0C1E,SUCCESS,693
1471CA1L0AB1M1C1E,SUCCESS,866
1471CA0L0AB0M0C0F,SUCCESS,606
1471CA0L0AB0M1C0F,SUCCESS,693
1471CA0L0AB1M0C0F,SUCCESS,693
1471CA0L0AB1M1C0F,SUCCESS,866
1471CA0L0AB0M0C1F,SUCCESS,692
1471CA0L0AB0M1C1F,SUCCESS,779
1471CA0L0AB1M0C1F,SUCCESS,779
1471CA0L0AB1M1C1F,SUCCESS,952
1471CA1L0AB0M0C1F,SUCCESS,608
1471CA1L0AB0M1C1F,SUCCESS,695
1471CA1L0AB1M0C1F,SUCCESS,695
1471CA1L0AB1M1C1F,SUCCESS,869
1488CA0L0AB0M0C0E,SUCCESS,613
1488CA0L0AB0M1C0E,SUCCESS,701
1488CA0L0AB1M0C0E,SUCCESS,701
1488CA0L0AB1M1C0E,SUCCESS,876
1488CA0L0AB0M0C1E,SUCCESS,700
1488CA0L0AB0M1C1E,SUCCESS,788
1488CA0L0AB1M0C1E,SUCCESS,788
1488CA0L0AB1M1C1E,SUCCESS,963
1488CA1L0AB0M0C1E,SUCCESS,613
1488CA1L0AB0M1C1E,SUCCESS,701
1488CA1L0AB1M0C1E,SUCCESS,701
1488CA1L0AB1M1C1E,SUCCESS,876
1488CA0L0AB0M0C0F,SUCCESS,613
1488CA0L0AB0M1C0F,SUCCESS,701
1488CA0L0AB1M0C0F,SUCCESS,701
1488CA0L0AB1M1C0F,SUCCESS,876
1488CA0L0AB0M0C1F,SUCCESS,700
1488CA0L0AB0M1C1F,SUCCESS,788
1488CA0L0AB1M0C1F,SUCCESS,788
1488CA0L0AB1M1C1F,SUCCESS,963
1488CA1L0AB0M0C1F,SUCCESS,615
1488CA1L0AB0M1C1F,SUCCESS,703
1488CA1L0AB1M0C1F,SUCCESS,703
1488CA1L0AB1M1C1F,SUCCESS,879
1505CA0L0AB0M0C0E,SUCCESS,620
1505CA0L0AB0M1C0E,SUCCESS,709
1505CA0L0AB1M0C0E,SUCCESS,709
1505CA0L0AB1M1C0E,SUCCESS,886
1505CA0L0AB0M0C1E,SUCCESS,708
1505CA0L0AB0M1C1E,SUCCESS,797
1505CA0L0AB1M0C1E,SUCCESS,797
1505CA0L0AB1M1C1E,SUCCESS,974
1505CA1L0AB0M0C1E,SUCCESS,620
1505CA1L0AB0M1C1E,SUCCESS,709
1505CA1L0AB1M0C1E,SUCCESS,709
1505CA1L0AB1M1C1E,SUCCESS,886
1505CA0L0AB0M0C0F,SUCCESS,620
1505CA0L0AB0M1C0F,SUCCESS,709
1505CA0L0AB1M0C0F,SUCCESS,709
1505CA0L0AB1M1C0F,SUCCESS,886
1505CA0L0AB0M0C1F,SUCCESS,708
1505CA0L0AB0M1C1F,SUCCESS,797
1505CA0L0AB1M0C1F,SUCCESS,797
1505CA0L0AB1M1C1F,SUCCESS,974
1505CA1L0AB0M0C1F,SUCCESS,622
1505CA1L0AB0M1C1F,SUCCESS,711
1505CA1L0AB1M0C1F,SUCCESS,711
1505CA1L0AB1M1C1F,SUCCESS,889
1522CA0L0AB0M0C0E,SUCCESS,627
1522CA0L0AB0M1C0E,SUCCESS,717
1522CA0L0AB1M0C0E,SUCCESS,717
1522CA0L0AB1M1C0E,SUCCESS,896
1522CA0L0AB0M0C1E,SUCCESS,716
1522CA0L0AB0M1C1E,SUCCESS,806
1522CA0L0AB1M0C1E,SUCCESS,806
1522CA0L0AB1M1C1E,SUCCESS,985
1522CA1L0AB0M0C1E,SUCCESS,627
1522CA1L0AB0M1C1E,SUCCESS,717
1522CA1L0AB1M0C1E,SUCCESS,717
1522CA1L0AB1M1C1E,SUCCESS,896
1522CA0L0AB0M0C0F,SUCCESS,627
1522CA0L0AB0M1C0F,SUCCESS,717
1522CA0L0AB1M0C0F,SUCCESS,717
1522CA0L0AB1M1C0F,SUCCESS,896
1522CA0L0AB0M0C1F,SUCCESS,716
1522CA0L0AB0M1C1F,SUCCESS,806
1522CA0L0AB1M0C1F,SUCCESS,806
1522CA0L0AB1M1C1F,SUCCESS,985
1522CA1L0AB0M0C1F,SUCCESS,629
1522CA1L0AB0M1C1F,SUCCESS,719
1522CA1L0AB1M0C1F,SUCCESS,719
1522CA1L0AB1M1C1F,SUCCESS,899
1539CA0L0AB0M0C0E,SUCCESS,634
1539CA0L0AB0M1C0E,SUCCESS,725
1539CA0L0AB1M0C0E,SUCCESS,725
1539CA0L0AB1M1C0E,SUCCESS,906
1539CA0L0AB0M0C1E,SUCCESS,724
1539CA0L0AB0M1C1E,SUCCESS,815
1539CA0L0AB1M0C1E,SUCCESS,815
1539CA0L0AB1M1C1E,SUCCESS,996
1539CA1L0AB0M0C1E,SUCCESS,634
1539CA1L0AB0M1C1E,SUCCESS,725
1539CA1L0AB1M0C1E,SUCCESS,725
1539CA1L0AB1M1C1E,SUCCESS,906
1539CA0L0AB0M0C0F,SUCCESS,634
1539CA0L0AB0M1C0F,SUCCESS,725
1539CA0L0AB1M0C0F,SUCCESS,725
1539CA0L0AB1M1C0F,SUCCESS,906
1539CA0L0AB0M0C1F,SUCCESS,724
1539CA0L0AB0M1C1F,SUCCESS,815
1539CA0L0AB1M0C1F,SUCCESS,815
1539CA0L0AB1M1C1F,SUCCESS,996
1539CA1L0AB0M0C1F,SUCCESS,636
1539CA1L0AB0M1C1F,SUCCESS,727
1539CA1L0AB1M0C1F,SUCCESS,727
1539CA1L0AB1M1C1F,SUCCESS,909
1556CA0L0AB0M0C0E,SUCCESS,641
1556CA0L0AB0M1C0E,SUCCESS,733
1556CA0L0AB1M0C0E,SUCCESS,733
1556CA0L0AB1M1C0E,SUCCESS,916
1556CA0L0AB0M0C1E,SUCCESS,732
1556CA0L0AB0M1C1E,SUCCESS,824
1556CA0L0AB1M0C1E,SUCCESS,824
1556CA0L0AB1M1C1E,SUCCESS,1007
1556CA1L0AB0M0C1E,SUCCESS,641
1556CA1L0AB0M1C1E,SUCCESS,733
1556CA1L0AB1M0C1E,SUCCESS,733
1556CA1L0AB1M1C1E,SUCCESS,916
1556CA0L0AB0M0C0F,SUCCESS,641
1556CA0L0AB0M1C0F,SUCCESS,733
1556CA0L0AB1M0C0F,SUCCESS,733
1556CA0L0AB1M1C0F,SUCCESS,916
1556CA0L0AB0M0C1F,SUCCESS,732
1556CA0L0AB0M1C1F,SUCCESS,824
1556CA0L0AB1M0C1F,SUCCESS,824
1556CA0L0AB1M1C1F,SUCCESS,1007
1556CA1L0AB0M0C1F,SUCCESS,643
1556CA1L0AB0M1C1F,SUCCESS,735
1556CA1L0AB1M0C1F,SUCCESS,735
1556CA1L0AB1M1C1F,SUCCESS,919
1573CA0L0AB0M0C0E,SUCCESS,648
1573CA0L0AB0M1C0E,SUCCESS,741
1573CA0L0AB1M0C0E,SUCCESS,741
1573CA0L0AB1M1C0E,SUCCESS,926
1573CA0L0AB0M0C1E,SUCCESS,740
1573CA0L0AB0M1C1E,SUCCESS,833
1573CA0L0AB1M0C1E,SUCCESS,833
1573CA0L0AB1M1C1E,SUCCESS,1018
1573CA1L0AB0M0C1E,SUCCESS,648
1573CA1L0AB0M1C1E,SUCCESS,741
1573CA1L0AB1M0C1E,SUCCESS,741
1573CA1L0AB1M1C1E,SUCCESS,926
1573CA0L0AB0M0C0F,SUCCESS,648
1573CA0L0AB0M1C0F,SUCCESS,741
1573CA0L0AB1M0C0F,SUCCESS,741
1573CA0L0AB1M1C0F,SUCCESS,926
1573CA0L0AB0M0C1F,SUCCESS,740
1573CA0L0AB0M1C1F,SUCCESS,833
1573CA0L0AB1M0C1F,SUCCESS,833
1573CA0L0AB1M1C1F,SUCCESS,1018
1573CA1L0AB0M0C1F,SUCCESS,650
1573CA1L0AB0M1C1F,SUCCESS,743
1573CA1L0AB1M0C1F,SUCCESS,743
1573CA1L0AB1M1C1F,SUCCESS,929
1590CA0L0AB0M0C0E,SUCCESS,655
1590CA0L0AB0M1C0E,SUCCESS,749
1590CA0L0AB1M0C0E,SUCCESS,749
1590CA0L0AB1M1C0E,SUCCESS,936
1590CA0L0AB0M0C1E,SUCCESS,748
1590CA0L0AB0M1C1E,SUCCESS,842
1590CA0L0AB1M0C1E,SUCCESS,842
1590CA0L0AB1M1C1E,SUCCESS,1029
1590CA1L0AB0M0C1E,SUCCESS,655
1590CA1L0AB0M1C1E,SUCCESS,749
1590CA1L0AB1M0C1E,SUCCESS,749
1590CA1L0AB1M1C1E,SUCCESS,936
1590CA0L0AB0M0C0F,SUCCESS,655
1590CA0L0AB0M1C0F,SUCCESS,749
1590CA0L0AB1M0C0F,SUCCESS,749
1590CA0L0AB1M1C0F,SUCCESS,936
1590CA0L0AB0M0C1F,SUCCESS,748
1590CA0L0AB0M1C1F,SUCCESS,842
1590CA0L0AB1M0C1F,SUCCESS,842
1590CA0L0AB1M1C1F,SUCCESS,1029
1590CA1L0AB0M0C1F,SUCCESS,657
1590CA1L0AB0M1C1F,SUCCESS,751
1590CA1L0AB1M0C1F,SUCCESS,751
1590CA1L0AB1M1C1F,SUCCESS,939
1607CA0L0AB0M0C0E,SUCCESS,662
1607CA0L0AB0M1C0E,SUCCESS,757
1607CA0L0AB1M0C0E,SUCCESS,757
1607CA0L0AB1M1C0E,SUCCESS,946
1607CA0L0AB0M0C1E,SUCCESS,756
1607CA0L0AB0M1C1E,SUCCESS,851
1607CA0L0AB1M0C1E,SUCCESS,851
1607CA0L0AB1M1C1E,SUCCESS,1040
1607CA1L0AB0M0C1E,SUCCESS,662
1607CA1L0AB0M1C1E,SUCCESS,757
1607CA1L0AB1M0C1E,SUCCESS,757
1607CA1L0AB1M1C1E,SUCCESS,946
1607CA0L0AB0M0C0F,SUCCESS,662
1607CA0L0AB0M1C0F,SUCCESS,757
1607CA0L0AB1M0C0F,SUCCESS,757
1607CA0L0AB1M1C0F,SUCCESS,946
1607CA0L0AB0M0C1F,SUCCESS,756
1607CA0L0AB0M1C1F,SUCCESS,851
1607CA0L0AB1M0C1F,SUCCESS,851
1607CA0L0AB1M1C1F,SUCCESS,1040
1607CA1L0AB0M0C1F,SUCCESS,664
1607CA1L0AB0M1C1F,SUCCESS,759
1607CA1L0AB1M0C1F,SUCCESS,759
1607CA1L0AB1M1C1F,SUCCESS,949
1624CA0L0AB0M0C0E,SUCCESS,669
1624CA0L0AB0M1C0E,SUCCESS,765
1624CA0L0AB1M0C0E,SUCCESS,765
1624CA0L0AB1M1C0E,SUCCESS,956
1624CA0L0AB0M0C1E,SUCCESS,764
1624CA0L0AB0M1C1E,SUCCESS,860
1624CA0L0AB1M0C1E,SUCCESS,860
1624CA0L0AB1M1C1E,SUCCESS,1051
1624CA1L0AB0M0C1E,SUCCESS,669
1624CA1L0AB0M1C1E,SUCCESS,765
1624CA1L0AB1M0C1E,SUCCESS,765
1624CA1L0AB1M1C1E,SUCCESS,956
1624CA0L0AB0M0C0F,SUCCESS,669
1624CA0L0AB0M1C0F,SUCCESS,765
1624CA0L0AB1M0C0F,SUCCESS,765
1624CA0L0AB1M1C0F,SUCCESS,956
1624CA0L0AB0M0C1F,SUCCESS,764
1624CA0L0AB0M1C1F,SUCCESS,860
1624CA0L0AB1M0C1F,SUCCESS,860
1624CA0L0AB1M1C1F,SUCCESS,1051
1624CA1L0AB0M0C1F,SUCCESS,671
1624CA1L0AB0M1C1F,SUCCESS,767
1624CA1L0AB1M0C1F,SUCCESS,767
1624CA1L0AB1M1C1F,SUCCESS,959
1641CA0L0AB0M0C0E,SUCCESS,676
1641CA0L0AB0M1C0E,SUCCESS,773
1641CA0L0AB1M0C0E,SUCCESS,773
1641CA0L0AB1M1C0E,SUCCESS,966
1641CA0L0AB0M0C1E,SUCCESS,772
1641CA0L0AB0M1C1E,SUCCESS,869
1641CA0L0AB1M0C1E,SUCCESS,869
1641CA0L0AB1M1C1E,SUCCESS,1062
1641CA1L0AB0M0C1E,SUCCESS,676
1641CA1L0AB0M1C1E,SUCCESS,773
1641CA1L0AB1M0C1E,SUCCESS,773
1641CA1L0AB1M1C1E,SUCCESS,966
1641CA0L0AB0M0C0F,SUCCESS,676
1641CA0L0AB0M1C0F,SUCCESS,773
1641CA0L0AB1M0C0F,SUCCESS,773
1641CA0L0AB1M1C0F,SUCCESS,966
1641CA0L0AB0M0C1F,SUCCESS,772
1641CA0L0AB0M1C1F,SUCCESS,869
1641CA0L0AB1M0C1F,SUCCESS,869
1641CA0L0AB1M1C1F,SUCCESS,1062
1641CA1L0AB0M0C1F,SUCCESS,678
1641CA1L0AB0M1C1F,SUCCESS,775
1641CA1L0AB1M0C1F,SUCCESS,775
1641CA1L0AB1M1C1F,SUCCESS,969
1658CA0L0AB0M0C0E,SUCCESS,683
